user_id,movie_id,rating
664,525,4
49,1,2
352,273,2
618,96,3
560,24,2
615,632,5
58,70,4
710,265,4
916,281,3
537,430,3
522,514,2
293,346,3
796,106,2
916,173,4
405,709,1
913,204,4
119,194,5
404,687,3
239,42,5
311,81,3
295,50,5
878,59,3
336,49,4
671,176,2
181,831,1
497,562,2
697,979,5
286,85,5
456,1604,4
21,326,5
416,168,5
42,925,4
62,196,4
102,778,3
174,240,1
539,163,4
289,117,4
893,77,4
648,1072,2
760,204,4
82,237,3
722,25,4
880,527,4
99,174,5
379,234,5
911,203,4
128,322,2
330,739,5
192,287,4
290,739,3
610,484,3
736,748,2
32,271,3
805,212,3
653,502,2
515,307,4
161,316,5
504,118,3
699,762,3
457,195,5
21,118,1
233,614,4
567,173,4
7,630,5
158,233,3
860,846,2
655,498,3
128,367,4
157,1132,3
48,423,4
70,755,3
540,741,3
131,137,1
329,423,4
887,132,4
184,724,4
605,282,4
453,403,4
840,154,3
454,131,3
207,70,3
249,42,5
653,527,2
553,589,5
919,259,4
429,109,3
706,471,4
447,151,3
615,259,1
210,79,4
916,239,3
287,249,5
399,31,3
541,501,4
347,405,4
389,393,2
256,984,3
234,197,5
722,866,4
312,430,5
790,367,4
63,111,3
934,97,4
92,204,4
280,670,2
43,597,3
184,117,2
336,388,1
222,939,3
542,72,3
187,216,5
738,636,3
892,566,4
385,522,4
610,516,3
699,321,3
642,771,3
894,355,3
281,938,2
279,636,5
308,517,4
642,1036,4
100,326,3
429,365,2
795,465,3
417,100,3
435,554,3
676,50,5
279,238,4
847,96,4
750,879,4
890,210,4
495,174,5
848,238,4
343,89,3
234,945,3
862,433,4
94,436,5
59,490,4
301,62,3
896,127,5
601,131,4
773,1529,5
804,597,3
758,28,4
311,5,3
682,186,4
344,530,4
457,79,5
442,234,4
268,823,2
716,200,4
593,405,3
210,88,4
232,276,5
97,526,3
275,229,3
339,582,4
531,286,5
312,179,5
411,194,5
465,868,2
329,331,3
690,168,3
605,191,5
45,50,5
125,1249,3
660,176,3
630,864,4
69,240,3
503,174,5
461,50,3
49,1067,3
840,489,3
660,154,4
911,507,4
555,235,3
904,288,4
151,216,4
378,87,4
711,170,5
738,109,4
344,70,3
441,294,4
919,1,4
516,181,4
727,155,3
256,685,5
311,661,3
899,2,3
160,1019,5
468,285,4
31,682,2
345,262,5
734,191,4
652,879,3
561,664,4
458,69,2
561,480,4
551,698,4
673,301,3
870,177,4
2,257,4
389,301,4
454,202,3
276,540,1
655,547,4
782,355,3
128,143,5
326,485,5
303,123,4
483,676,4
16,55,5
474,549,5
318,315,5
3,336,1
313,609,3
811,307,4
484,252,3
504,1522,3
409,45,4
279,42,4
406,164,5
715,471,4
566,483,4
193,268,3
347,235,2
640,180,5
880,1119,3
188,356,4
863,682,3
805,772,3
472,21,3
907,1051,5
99,508,4
617,357,4
308,163,4
105,270,5
624,1028,3
936,1086,3
782,1283,2
811,315,4
467,7,5
488,748,4
643,29,2
778,265,4
495,655,5
43,155,4
533,134,4
303,276,4
174,9,5
194,87,4
934,526,2
472,200,4
409,338,3
643,69,3
9,483,5
363,32,2
669,300,4
271,186,4
283,109,4
306,319,4
896,230,4
696,523,5
881,25,3
244,105,2
145,218,3
868,173,4
394,423,5
716,172,4
551,720,2
162,208,3
391,479,4
290,429,4
907,284,5
738,298,3
880,186,4
665,328,4
487,1011,3
200,193,4
761,282,4
523,509,4
250,418,5
115,644,3
708,362,1
32,9,3
934,237,4
927,404,4
23,323,2
389,40,3
1,233,2
94,12,4
378,172,4
593,143,4
235,185,4
266,286,4
533,127,5
249,186,4
537,357,4
100,900,4
18,199,3
893,849,3
569,281,3
782,880,4
494,427,5
630,216,5
280,222,3
298,1,5
721,50,5
48,1065,2
416,307,1
257,237,2
363,657,5
311,504,4
721,942,4
796,39,3
380,614,3
184,207,4
88,300,3
790,298,5
25,477,4
727,291,4
87,174,5
511,887,5
926,292,3
346,182,5
493,357,5
741,403,5
374,1197,4
276,451,3
294,405,4
279,1113,3
207,11,3
549,323,2
847,926,1
65,65,3
746,64,4
537,466,4
577,15,3
535,197,5
4,260,4
717,358,2
110,794,3
706,237,4
155,286,4
796,12,5
786,15,3
244,234,3
601,164,4
92,125,4
327,87,3
334,450,1
535,381,3
297,174,5
130,658,5
551,22,5
655,610,4
532,412,2
478,762,4
727,168,5
764,2,3
931,333,5
850,173,5
197,770,3
250,7,4
741,790,3
468,121,4
350,1039,4
393,161,4
922,421,4
279,433,4
654,638,4
507,689,5
566,203,4
543,16,3
263,245,4
141,274,5
537,549,2
56,66,3
551,719,1
655,514,5
432,50,5
432,315,5
450,73,3
2,255,4
476,288,4
790,83,3
246,675,4
643,58,4
536,432,4
13,73,3
474,491,4
922,250,2
549,411,3
618,33,2
901,498,4
307,21,4
532,24,5
303,1011,2
896,458,1
751,216,4
12,98,5
144,411,4
268,824,2
225,172,5
490,150,5
894,531,3
361,319,5
119,124,4
301,151,2
303,461,4
324,1,5
426,614,4
586,551,2
337,50,5
301,802,2
85,1153,4
299,179,4
707,65,4
417,123,2
93,151,1
159,988,3
336,1496,1
864,258,5
345,762,5
655,785,2
450,179,5
766,95,3
49,219,1
655,317,3
698,330,4
457,154,5
219,879,4
456,423,3
276,686,3
504,51,4
486,305,3
276,239,4
805,1098,3
167,381,5
216,81,4
727,154,3
911,588,4
529,271,4
803,260,3
456,419,4
295,736,5
1,260,1
643,209,5
167,126,3
160,1073,4
123,479,4
369,358,3
500,476,2
733,847,3
81,269,3
782,1513,2
713,345,3
758,471,3
914,402,5
527,7,5
587,342,1
7,628,3
721,328,5
194,182,3
667,86,5
624,845,3
686,134,5
313,215,4
831,603,5
42,419,5
532,168,5
514,156,4
378,806,4
497,501,2
669,531,3
722,310,4
804,87,4
387,46,3
475,313,2
567,191,3
805,1,4
25,612,4
49,101,3
373,165,5
885,70,5
938,300,3
660,523,3
270,219,5
49,358,1
380,1444,1
305,179,1
21,452,4
533,378,4
681,294,5
535,152,4
117,150,4
80,50,3
216,475,5
892,380,4
239,133,3
542,293,3
377,200,5
66,24,3
592,467,5
779,222,4
157,3,3
109,62,3
403,111,4
707,663,4
637,1258,1
618,944,2
561,430,3
435,168,5
795,123,4
286,144,3
96,474,4
194,167,2
202,269,4
757,746,3
846,519,4
13,898,1
293,933,2
326,82,3
339,196,4
486,286,2
49,1072,1
650,175,4
13,312,1
232,1149,5
766,481,4
321,135,4
301,401,4
301,550,3
712,99,4
294,930,3
916,176,4
374,265,5
870,235,3
450,520,5
406,612,5
374,762,5
526,750,4
542,109,4
264,56,5
586,1090,3
435,1401,4
101,756,3
632,523,3
466,144,5
43,847,5
409,205,3
299,222,2
844,179,3
864,1,5
704,611,3
150,129,4
567,423,2
559,22,1
833,665,3
16,531,5
283,202,5
896,582,2
184,411,3
21,127,5
793,742,3
5,435,4
334,290,3
276,876,3
401,751,1
838,300,2
559,427,4
690,66,3
823,514,5
716,527,5
276,1481,2
916,512,5
524,1048,4
238,476,3
776,182,3
448,1602,4
486,252,3
595,926,1
330,71,5
655,1639,4
377,154,5
790,449,2
279,132,3
59,484,4
188,176,4
700,180,3
407,193,3
394,797,3
301,820,3
919,787,3
288,268,4
406,461,3
86,338,1
283,409,4
537,1070,3
223,742,3
94,657,5
295,1188,3
450,328,4
13,630,2
782,1296,3
97,208,5
738,930,3
586,410,3
312,114,5
788,302,4
198,518,3
862,406,4
536,189,5
601,241,4
835,294,3
328,726,4
454,531,2
451,261,2
916,569,2
299,732,4
882,208,5
895,1,4
883,477,5
274,258,5
341,288,4
659,212,4
777,56,5
388,596,4
308,141,3
656,327,2
531,905,4
472,239,5
222,373,3
747,1028,1
624,591,3
650,423,3
276,751,4
437,11,1
504,53,4
312,615,4
416,137,3
868,121,2
521,182,3
707,449,2
497,68,4
554,526,4
297,751,4
786,99,4
178,316,4
235,419,5
181,126,2
401,591,3
931,286,5
707,197,4
846,609,5
277,7,2
301,99,4
919,183,3
717,298,3
435,470,2
81,25,5
474,448,5
269,729,2
24,55,5
454,12,3
601,410,4
221,150,5
426,601,3
417,725,4
880,346,5
48,527,4
378,207,4
933,424,1
201,531,2
771,313,3
533,54,4
83,88,5
13,385,3
802,424,2
802,330,2
878,204,2
26,1,3
11,70,4
264,856,3
902,480,5
705,231,3
83,768,4
498,607,3
297,31,3
389,926,3
627,205,5
864,470,4
73,82,2
402,864,3
848,566,4
324,250,4
505,173,3
437,753,4
320,54,4
546,977,5
213,447,4
796,181,5
790,232,4
757,931,2
103,56,5
561,1119,3
718,744,3
635,301,3
784,292,4
405,142,1
871,324,3
293,462,4
798,862,3
663,150,5
416,269,4
116,531,2
786,210,4
60,73,4
560,478,4
402,95,5
709,98,4
894,1501,4
85,232,3
81,124,3
786,318,5
747,94,4
405,418,5
823,218,4
387,774,3
500,172,2
812,1393,3
872,363,4
308,154,4
380,217,2
539,197,5
184,51,4
363,1168,2
226,7,4
301,202,5
749,866,3
607,887,3
881,186,3
271,77,4
592,518,5
194,715,3
666,11,4
706,25,4
387,532,3
214,185,5
645,675,4
537,581,3
854,83,4
298,203,3
587,307,4
256,779,4
881,95,4
11,660,3
417,576,3
164,118,5
400,306,3
428,312,4
409,191,5
798,805,4
655,211,3
880,222,4
774,135,3
807,527,5
13,168,4
214,408,4
197,679,1
618,418,3
345,196,5
10,70,4
54,827,3
251,294,3
298,187,5
705,50,4
293,288,3
682,1039,4
308,254,2
295,941,4
776,200,4
399,77,2
918,161,1
114,204,3
848,496,2
315,475,4
268,56,4
875,474,5
490,302,4
650,188,3
618,588,4
552,977,3
815,472,1
889,22,3
255,682,5
391,527,3
878,15,4
495,449,5
279,721,5
942,135,3
630,25,2
362,312,5
727,250,5
328,333,3
648,63,4
262,559,3
13,820,4
709,79,3
15,9,4
804,399,4
452,501,3
44,31,4
153,265,4
918,216,2
350,589,5
334,716,3
370,657,3
286,212,1
546,665,2
721,1065,5
201,844,2
399,43,3
68,237,5
826,227,4
65,392,5
311,143,3
95,747,5
514,13,3
284,305,4
130,288,5
290,199,3
158,825,4
5,17,4
446,327,2
489,259,2
417,270,2
654,660,5
473,20,3
666,209,4
189,634,3
833,452,1
201,549,3
894,713,4
795,96,2
508,151,5
679,121,2
664,654,5
363,195,4
804,1050,3
623,525,4
467,455,3
463,319,1
711,622,4
167,392,1
18,211,5
81,412,1
374,696,3
456,268,5
244,950,1
181,304,1
618,356,2
201,527,3
751,210,5
311,310,4
314,743,1
407,97,4
665,483,4
306,19,5
448,345,5
345,28,3
466,79,3
200,523,4
178,143,4
331,242,4
450,155,4
106,660,4
373,214,4
789,249,3
886,819,4
405,578,1
746,56,3
579,100,4
567,474,5
298,134,5
593,553,2
24,41,5
489,681,3
921,1047,1
85,65,3
181,1339,1
802,219,5
690,1,4
833,235,4
681,898,4
485,294,1
936,9,4
320,50,4
417,195,5
886,1095,2
928,191,5
634,293,3
144,785,4
621,91,3
405,239,3
746,172,5
650,226,3
538,4,3
614,276,4
327,211,3
846,183,4
864,563,3
48,306,4
1,78,1
532,1426,3
62,86,2
363,854,1
675,258,3
121,628,3
182,100,3
561,661,4
295,67,4
226,92,2
874,276,4
644,871,4
119,282,5
110,233,4
345,655,4
539,340,2
167,240,1
168,274,4
669,150,3
82,178,4
189,180,5
622,98,5
201,275,4
450,468,4
943,720,1
568,199,3
716,136,5
445,183,2
239,493,5
487,95,4
390,1,5
351,895,3
178,423,4
751,239,4
174,1091,3
269,1091,2
95,51,4
836,750,3
537,739,1
181,1067,1
178,38,3
20,144,2
633,117,3
42,211,4
206,1127,4
532,1210,4
299,479,4
620,147,3
296,923,5
560,1171,3
303,5,2
870,66,4
843,56,3
709,182,4
436,595,5
101,222,3
665,756,3
560,813,4
445,291,2
854,591,2
747,116,4
28,323,3
542,396,4
681,690,4
437,203,1
455,597,3
8,685,4
334,125,3
218,269,4
587,358,3
18,386,2
97,435,4
323,508,4
120,237,3
795,100,5
627,549,3
288,1065,4
248,250,3
559,508,3
504,411,4
435,299,4
793,237,3
85,195,3
593,25,3
749,79,4
804,310,4
168,15,5
417,1047,4
16,302,5
767,300,4
265,151,2
363,429,5
450,869,4
751,1101,1
22,988,1
337,831,1
922,235,2
741,275,4
406,154,5
406,47,4
491,19,4
84,529,5
440,328,3
498,514,4
457,231,4
632,82,4
295,421,4
447,845,3
870,195,4
881,161,3
655,522,3
906,1011,4
326,194,4
6,134,5
398,429,4
577,188,3
601,284,4
392,632,5
910,357,4
643,794,3
615,213,5
